Text
"I had pleasure of working with Archan when she was managing me directly . She is technocrat and a leader . She attends daily scrum calls (which is not mandatory for her), always calm and thoughtful. Even when there are escalations , pressure she handles it gracefully and does not transfer the pressure on to the team directly . Provides you enough freedom to do your work and innovate ,she is open to new ideas. Despite having two decade of experience in IT industry, she still goes through blog posts of her team members and try to pick up new things, she never shies away from unknown things,rather she deals with it gracefully . Her feedback is straightforward and provides in which areas we can improve.  Now I am in a different team but we still talk to each other and I was happy working with her , will always be happy if I get chance to work with her once again . "
"I am fortunate that Archana is my first manager. She has inspired and guided me very well. She has everything that someone dreams of for their manager. She is encouraging, compassionate, inspiring, and organized—a very balanced personality. Apart from office work, she focuses on the personal growth of individuals too. She helped me to grow in many areas. A very go-to person with whom you can open up easily. With her, the team was able to achieve excellent deliverables. "
"Archana is an excellent manager. I had pleasure working with her and she leads by example. She is innovative , organized as well as helpful and is always open to ideas and suggestions. She has made me improve in many professional areas and taught me about leadership skills.It pleasure to work and be managed by her.I am really delighted to work and learn with such professional."
"Archana has been a great leader and a mentor for the team. Her management style brings the best out of her colleagues. She focusses on the strengths and weakness of each of the team members and gives the right direction to excel in our responsibilities."
"Archana is everything one should look for in a good Leader i.e. A wonderful Teacher, Empathetic Boss, Resilient leader, and Accountable friend.   Archana's tenacity of purpose and outstanding leadership qualities were truly great inspiration for everyone. You have consistently maintained strong business ethics while keeping a smile on your face and those of the people around you.  Your Entrepreneurial skills won many admirers and made working with you an ""interesting and memorable experience""."
"I had the pleasure of working with Archana and collaborating on several products/projects at Instart, where she was the director of the Instart India Engineering Center. Archana was the point of collaboration and communications for Instart global teams. She is a self-motivated, conscientious and action-orientated engineering leader. She knows the teams, technical requirements and the overall projects needs very well, plans resource accordingly and actively follows up on the progresses. Archana is a solid and trustable leader, I would say from almost a year of working experience with her, I always knew the (any) issues will be in good hands while I am sleeping in US. She is truly the top engineering leader who can benefit your organization the most!"
"Archana is a very conscientious, hard-working, fair-minded, helpful manager who contributes to achieving a great working environment whilst making customers the top priority. I have worked with Archana for about one year during which the company and the engineering team underwent multiple reorganizations. Archana always made herself available to help the teams in multiple time zones with any cross functional communications, providing the necessary support to help engineers with their goals, providing feedback and listening to the engineers."
"I have worked under Archana for 3 years in Oracle and as a fresher in the company she was the best manager I could have asked for. She is one of those few persons who has exceptional technical expertise and also adept at people management skills. She had the complete knowledge and technical know-how about each and every component in the Oracle Cloud Infrastructure and when in doubt I found her very approachable in resolving any kind of problem. She always leads by example and her attitude towards work is very inspiring and motivating.   It was a great experience working with Archana and her work ethics are something which I try to follow till date. I wish her good luck in all her future endeavors."
"Even though I worked with Archana for short span of time, I found her very good manager who quickly picked up very complex Instart stack and on top of everything in no time. I really liked how she managed Data Platform and prioritise critical deliveries . She was always a go-to person and I found her very approachable for anything and everything I wanted to discuss about Data Platform and Instart’s future as a whole. Archana is very hard working and most importantly a very nice person to work with. I wish Archana all the very best."
"I have worked with Archana couple of years in Oracle, she has brilliant architecture skills on fullstack product especially in Cloud. She has ""can do"" attitude, her skills are not limited to Implementation of Software & Cloud infrastructure and  also she used to work with Customers to solve the issues."
"Archana is a truly hardworking and intelligent person. Working with her was always fun. She comes with a smile and conducts well with the team. She comes with a blend of good technical and people skill, so its always easy to communicate with her. I definitely cherish the memories of the time I spent in her team. Thanks for all the support. There is definitely some contribution of yours for what I'm now. Congrats and all the best wishes for anything you do."
"I have worked with Archana closely for the last two years on IaaS development.  The biggest impression I have is her versatility, do whatever it takes for the project and the team to be successful. She's a great task master to manage releases and development, great communicator to push and help facilitate cross team collaboration, great technologist to contribute and explain technical details wherever needed, and last but not least, great professionalism and work ethic to be dedicated to mission critical projects and to never lose cool no matter what the situation it is."
"Its great to recommed Archana. She is very process oriented and a great co worker. She is very detail oriented and sits on top of the task until its done. She is very creative and looks at all corner cases to solve the issue. She is very helpful. It is a great experience working with her."
"Sometimes, it is not a easy to put one's capabilities in few lines. Archana is one such great technical expert, great manager one would like to rejoice for having her at workplace. We both were work for the same product and I worked closely with her on several ocations. She is a great helping hand. She is very detail-oriented in Oracle technologies that we were building up. Her contribution to Oracle technologies is highly respectful and I recommend her for a greater managerial role."
"I had an opportunity to work with Archana in Oracle Collaboration product. She has a very professional approach to work and always stays on top of the technical details. Always helpful and provides excellent technical solutions to difficult problems. I am pleased to endorse Archana Shukla."
"I had the opportunity to work with Archana for past 6 years during which I found her to be a highly competent technical leader and an outstanding software developer. She has great competence in managing design & development of complex software products, strong hands-on technical skills in software technologies - specially in Oracle Technologies (DB, Application Server), Collaboration & Communication Technologies. She has provided excellent technical leadership in design & development of enterprise software products. I am very pleased to endorse Archana."
"It is pleasure to recommend Archana. I worked with her in Oracle-Beehive. She is dedicated ,efficient and resolved issues on time. She is very helpful."
"I am glad and delightful to write something about Archana. She is very talented with loads of energy to deliver what she has been asked for. She has done a great piece of work for Oracle Beehive product, She is definitely will be the person any manager wanted to have in his/her team. Have a great career Archana. I wish you very all the best!!!"
"I have had an oppurtunity of working closely with Archana,she has a trait of putting even the most complex technical issue understandable across th SIT QA Team, with a very detail oriented capabilities.Hope to work with her again."
"I have worked with Archana in the Oracle Beehive development group; I have found her to be always on top of her technical areas and helpful with technical issues. She is also process-minded and meticulous in follow-ups and works systematically thinking ahead where required. While being all this, she is also easy to work with, appreciative of others' point of view and works constructively to find solutions to problems. I would gladly recommend her for positions that require the above qualities."
"I've worked with Archana for a number of years at Oracle, working on two different Collaboration products.  She is a very detail oriented developer and is very conscientious and hard working."
"Archana is an excellent career guidance mentor who offers clear, practical, and honest advice. She helped me gain a fresh perspective on my current role and explore career options with clarity and confidence. Her insights are realistic, industry-relevant, and truly supportive. She took the time to understand my aspirations and provided guidance tailored to my strengths. I highly recommend her for meaningful and impactful career guidance."
